DNI,Nombre,Apellido,Fecha de Nacimiento,ID Solicitud,Usuario_solicitante,Edad
47533225J,Leontyne,Middas,1952-01-07,6364580,False,71
62280471X,Pietro,Carefull,1941-01-23,2374357,False,82
66406186X,Xymenes,Cuttell,1957-03-25,5807793,False,66
10042198Q,Perrine,Sigge,1947-09-30,9020478,False,76
22339581T,Berri,Tillard,1955-07-15,4876997,False,68
12786840B,Celestyna,Dellenty,1950-11-10,9692109,True,73
19953499S,Stearn,Kersaw,1953-09-11,1322179,True,70
67110671Q,Dianna,Vanyashin,1931-11-28,5889408,True,91
44768164B,Flor,Worviell,1943-08-14,7809100,False,80
69443569Q,Page,Bucklan,1940-02-20,7926216,True,83
73117129J,Wesley,Thaine,1958-08-11,8667336,True,65
68287498G,Sayre,Drage,1932-01-21,5671503,True,91
25331201H,Derk,Siebart,1941-10-22,8018374,False,82
20838587X,Trip,Ricson,1964-01-20,5569427,True,59
32519169F,Tarrance,Brik,1964-03-28,7232692,True,59
78793171Z,Nellie,Daugherty,1940-12-31,5093043,True,82
74615188D,Murdoch,Sebrens,1950-10-28,7768210,True,73
88237405H,Melita,Dobble,1941-05-03,2372716,True,82
36453076H,Land,Brian,1939-02-18,8328321,False,84
27754863B,Averell,Trousdell,1931-02-15,5535204,False,92
49184950D,Blake,Abbado,1941-03-03,6385910,True,82
13030386L,Alexandros,Augie,1956-09-30,1643029,False,67
19569497G,Corry,Mattusov,1935-12-17,4572952,True,87
42730525K,Emmalynn,Belt,1944-04-30,8638846,True,79
74891009X,Becky,McMeanma,1939-06-20,7639847,False,84
28862794C,Jamison,McGillivrie,1932-08-08,7080443,False,91
63267085A,Guglielmo,Roft,1944-06-17,6039494,False,79
59201206H,Dalia,Bearward,1930-03-22,2695489,False,93
83638531V,Karlene,Smythe,1937-08-10,2366271,True,86
32687834S,Obidiah,Weddeburn,1932-01-15,7824607,True,91
79286273Q,Enrica,Petricek,1944-05-06,4667626,False,79
41480253X,Lian,Sadry,1947-01-23,1675977,True,76
11682870J,Reta,Baudasso,1959-02-20,8381439,True,64
85859935S,Jewelle,Pyer,1947-04-27,4485020,True,76
26404692M,Ev,Proffer,1946-09-29,8097806,True,77
17884275G,Gaynor,St. Leger,1957-05-23,7585384,True,66
47342231G,Rollin,Sturdy,1957-08-21,3826978,True,66
17455718G,Benedikta,Dron,1953-05-04,2020120,False,70
82864494L,Weider,Ceschelli,1945-08-06,6520272,True,78
84856259Z,Melania,Adran,1941-03-07,8538416,True,82
93795419W,Sawyer,Ipsly,1936-03-23,5815344,True,87
74671859L,Kore,Valentinuzzi,1957-12-23,6710736,True,65
31937709H,Yoshiko,Gordge,1934-12-30,2749477,False,88
84397488X,Redford,Pfaffel,1938-07-14,9863056,False,85
67476794O,Jordanna,Manlow,1954-01-13,2151963,True,69
67593164P,Henrietta,Hollingsbee,1941-09-20,4454476,True,82
60096475P,Davy,Sheaber,1946-10-12,3054809,True,77
84226531Y,Timothy,Klugel,1942-09-27,5949752,False,81
31219716C,Jade,Janman,1961-10-06,3160670,False,62
27506930N,Iorgo,Thorouggood,1958-09-23,1828047,True,65
66057618W,Orly,Mackinder,1948-03-22,4546470,True,75
51843614Z,Con,Stubbe,1953-03-05,7840955,True,70
75888199X,Brear,Gowthorpe,1943-11-24,3346086,True,79
56811695X,Ced,MacRitchie,1941-07-03,2688934,True,82
36044335H,Tadio,Ranaghan,1959-07-11,6846700,True,64
59786259R,Alia,Emsley,1954-08-28,3292265,True,69
34842323B,Hervey,Borrie,1953-07-22,7034085,True,70
51604764U,Bartie,Baignard,1953-06-26,9391692,True,70
47119503B,Tiphani,Lent,1931-02-11,6969108,False,92
94010871K,Andie,Gibbe,1958-05-15,2770995,True,65
28027586Q,Consuelo,Endrizzi,1955-11-19,3901841,True,68
23447522M,Rodie,Nafzger,1941-09-06,7923138,True,82
56985137U,Zilvia,Halstead,1960-07-31,7998320,False,63
80108321Y,Mitchael,Raper,1961-05-30,1457041,True,62
30561429G,Lazarus,Egentan,1944-04-11,7156034,False,79
12709139Z,Stormy,Medgewick,1958-03-16,5972471,True,65
17020348S,Ardene,Silvester,1957-05-27,7377570,True,66
42603581B,Stevena,Merrick,1947-05-11,9830972,True,76
78117640I,Kippar,Naris,1954-10-01,3630526,False,69
65332752W,Robby,Korting,1956-12-28,3666140,True,66
22375069I,Saunder,Moulding,1935-07-16,9505686,False,88
93160368Q,Cosimo,Shropsheir,1961-09-11,4977944,True,62
70719170N,Molly,Veltmann,1941-12-15,4047646,True,81
83435536Q,Ashla,Cankett,1938-03-28,9480519,True,85
61140734E,Chloris,Densun,1961-11-09,2469820,True,62
66375345T,Claretta,De Beauchamp,1947-06-02,9104264,False,76
24918235O,Sandy,Kyngdon,1944-11-06,6661596,True,79
12081291B,Annmaria,Nibloe,1937-06-21,3048698,True,86
90013058Y,Yolanda,Gennrich,1934-10-13,2323122,True,89
64710061H,Morlee,Lindsell,1935-07-12,6294472,True,88
11818638T,Celie,Bosson,1940-09-29,2786960,False,83
78543705Y,Skipper,Dibbert,1934-02-08,4343676,True,89
14804450T,Alonso,Jumonet,1931-01-24,7769496,False,92
97782796I,Nikolos,Kobera,1965-07-28,6261493,False,58
35259267G,Buckie,Atwel,1960-10-18,6146462,True,63
45340619M,Marlene,Colquite,1954-11-20,4203876,True,69
13291074D,Lammond,Cowsby,1953-04-30,2159006,True,70
85620292K,Kirbee,Soanes,1937-12-02,7102371,True,85
10465268I,Anne-corinne,Melloi,1931-09-24,1180837,True,92
93870702C,Penrod,Gerbl,1933-08-08,6108607,True,90
34886133X,Jeramie,D'Orsay,1935-04-16,9038649,True,88
38020777I,Roxine,Jerrim,1934-07-09,6302516,False,89
44947121F,Joseito,Coxhell,1941-10-01,4271097,True,82
40322102A,Teodorico,Stitfall,1960-01-03,2774602,False,63
69558815T,Sissie,Johanchon,1937-06-28,7545068,True,86
37874921T,Carleen,Liveing,1950-12-21,5018391,False,72
22998118A,Colly,Kaser,1964-08-15,3038259,True,59
85662628P,Laina,Lowmass,1964-09-18,3799603,False,59
87496169Z,Eddy,Oiseau,1959-11-23,9863000,False,64
84282028W,Stanfield,Fominov,1949-03-11,3683873,True,74
96811328R,Thurston,Syer,1957-04-19,4761916,True,66
10833384K,Cindi,Tallow,1965-03-06,7034759,True,58
22368718P,Winny,Callar,1956-10-05,1921146,True,67
80611924Z,Gwenneth,Batstone,1965-12-16,4039111,True,57
84256210J,Rania,Martinyuk,1952-02-04,5986285,True,71
27645353H,Sheelagh,Sekulla,1934-07-27,9974290,True,89
91639107H,Fabe,MacCostye,1940-12-08,1548764,False,82
72932963Q,Clement,Grinov,1947-10-13,6231402,True,76
18166094J,Florance,Mayhew,1956-03-24,6906594,False,67
44054071B,Felicity,Mainland,1956-10-15,1902946,True,67
70288186D,Astra,Guerrier,1952-01-28,9066113,True,71
88583506U,Andris,Boddis,1940-11-16,9297538,True,83
75243161B,Dwain,Gellett,1956-08-06,9324766,False,67
55607410R,Tybie,Renackowna,1934-07-31,4139284,False,89
40565148F,Hansiain,Mungin,1950-04-06,7713540,True,73
61390857S,Mohandas,Olivie,1932-12-16,6088046,False,90
48066894X,Eyde,Denziloe,1949-12-07,6965277,True,73
60708055N,Tarah,Tingly,1958-04-17,6574290,False,65
55377465V,Isabel,Stroulger,1933-10-03,8975306,True,90
16808085O,Amie,Dublin,1930-03-14,4995248,True,93
45719123X,Nev,Carmichael,1955-12-07,7403453,True,67
40233524L,Suzann,Waring,1957-06-13,4022977,True,66
67175887R,Shannen,Armstead,1931-09-21,1039332,True,92
30716705T,Teador,Comelli,1936-01-20,3415841,True,87
13411001J,Shannen,Wickett,1952-05-05,5319479,True,71
23826444C,Ardelle,Mungin,1962-02-18,2451983,True,61
86315462P,Scottie,Heskin,1950-02-05,7239369,True,73
15405356Q,Tiffanie,Junkin,1936-07-23,1873285,True,87
61423539S,Ingamar,Kordes,1963-06-04,6083722,True,60
69983617V,Birk,Donn,1934-02-17,4099515,True,89
90992943G,Marline,Petlyura,1950-01-05,7126964,False,73
56815044T,Beverlie,Kabsch,1955-12-09,8657509,True,67
20026896L,Stanislaus,Chaman,1964-04-03,2739988,True,59
26527039B,Thom,Brader,1947-09-07,7732404,False,76
99799625J,Jerry,Warbey,1954-08-18,6506757,True,69
63171701N,Aline,Milland,1960-04-23,6853180,False,63
77588716P,Jess,Szymanek,1965-11-13,2945430,True,58
77344132R,Lynnett,Fearns,1964-03-19,9518509,True,59
14988798L,Minne,Gerry,1933-09-13,1292401,True,90
33510814H,Tripp,Strevens,1964-01-31,9589831,True,59
37374909O,Britta,Sheriff,1953-03-09,7734000,True,70
49127717F,Rustie,Canepe,1951-07-06,2283580,True,72
80422254C,Kenny,Sweedy,1947-03-22,3143973,True,76
88186184C,Larina,Hasney,1938-03-03,6278120,True,85
75324696B,Florri,Brownlie,1945-09-02,6839005,True,78
66429832M,Matteo,Salsberg,1942-01-07,1023657,True,81
63630566G,Miriam,Lush,1965-09-04,5858246,True,58
16935658F,Dennie,Crallan,1948-07-23,3697506,True,75
95478357Q,Deena,Rignall,1953-06-11,8573649,False,70
52691309F,Georgiana,Furzer,1963-09-20,8814232,False,60
30575262J,Carola,Arndell,1955-10-24,9187104,True,68
77941390N,Farrand,Mahon,1942-07-26,7102019,True,81
59867786E,Erny,Bolland,1945-11-08,9014548,False,78
71203442T,Jewelle,McGiven,1953-07-02,5853372,False,70
21581108R,Gaylor,Wenn,1962-11-19,9502605,True,61
24271847D,Kellyann,Carlesso,1960-10-13,5504359,True,63
58867403W,Rosaleen,Embleton,1939-05-22,2086090,False,84
47550830B,Alexandros,Landrean,1939-11-26,8618740,True,83
51503382G,Waite,Cerman,1931-08-26,3093642,True,92
54673007N,Philippe,Offell,1949-09-14,2000620,False,74
18321499W,Charlean,Elks,1934-04-06,2224437,True,89
69861209P,Robbi,McCraine,1944-03-23,7713713,True,79
11798501M,Christopher,Deakes,1935-06-19,3599939,True,88
49915513D,Richmond,Mccaull,1953-03-07,1975446,True,70
26191648C,Agathe,Gertray,1941-05-20,6082364,False,82
61639087N,Abby,Boler,1938-04-06,8947793,True,85
22052293R,Thorstein,Drayn,1931-06-07,3961454,True,92
26438526H,Everett,Ballefant,1965-07-06,2879803,True,58
97658991K,Marten,Nicklinson,1956-01-22,5152953,True,67
63058571U,Thom,Cullington,1935-06-15,4282456,False,88
89218891R,Farr,Girault,1946-11-16,5851235,True,77
80983238N,Patty,De Ruel,1954-08-19,3500462,True,69
52245362S,Maddi,Rentz,1946-05-01,9314006,True,77
42358959F,Odie,Troubridge,1932-11-19,4965030,False,91
85251297T,Nealson,Sauven,1943-06-20,4239308,True,80
22698332K,Estrellita,Kewley,1938-10-26,1678047,True,85
18560405Z,Batholomew,Blakeston,1941-11-22,5826314,True,82
93544664Q,Conrad,Beazley,1954-09-06,3811586,True,69
49775253O,Elihu,Marsden,1945-01-22,6611501,True,78
65656705I,Giustino,Whimpenny,1931-09-03,3815147,True,92
36848826M,Gwenore,Pering,1956-04-27,6245225,True,67
13607245L,Geraldine,Shallcroff,1953-12-22,6402003,False,69
90020558W,Gertie,Pretious,1941-09-18,9227653,True,82
62760256U,Carlyn,Maultby,1933-01-14,4409581,True,90
62066188J,Ros,Old,1960-12-15,5363182,True,62
85796667J,Rutger,Baldacchi,1963-03-19,4872942,False,60
82703699S,Jean,Baldree,1949-12-25,5063320,True,73
33921264G,Quillan,Acott,1942-05-11,2510300,True,81
91344873D,Pebrook,Bromet,1955-04-16,7078700,False,68
50961506K,Vivi,Tether,1961-01-12,5149959,False,62
73654475W,Kerwin,McKinnell,1930-06-10,2585703,True,93
34501441C,Dennis,Boanas,1948-09-30,2944137,True,75
86276469F,Galven,Oxx,1946-02-12,4313609,True,77
55379236P,Rainer,Hames,1938-04-08,5842580,False,85
22148297K,Ingmar,Corradini,1965-06-16,8673449,True,58
14955509K,Shamus,Krelle,1954-10-24,5832200,False,69
81584312I,Levy,Turley,1942-04-21,6273681,True,81
29538150D,Theodoric,MacCarter,1942-04-07,6461054,True,81
47804816B,Heida,Suffield,1934-05-13,7048558,True,89
74025867U,Jaymie,Jolliman,1954-04-14,7758974,True,69
18676355C,Neal,Belamy,1960-12-23,3110033,True,62
43193019F,Ofilia,Scorah,1955-04-02,3500240,True,68
76139368X,Skylar,Chittenden,1931-10-09,7192680,False,92
30239966L,Sybil,Pennuzzi,1942-01-28,6749230,False,81
42274475F,Gill,Kreuzer,1958-04-23,6155130,True,65
12713748V,Rolland,Morris,1952-10-17,9112153,False,71
25777663P,Orelia,Redemile,1946-03-09,5715427,True,77
18463883I,Timothee,Tyt,1960-07-01,9658863,False,63
19040276I,Olvan,Strang,1933-04-09,8439895,False,90
27629111K,Mora,Tarquinio,1933-03-22,8364683,True,90
90865063P,Nicky,Treleaven,1958-01-13,5451299,True,65
43649890N,Jyoti,Sheeran,1933-08-07,4753580,True,90
56065108A,Melisandra,Thayre,1961-07-17,1170528,False,62
59104169L,Kirstin,Stanner,1932-10-02,6512664,False,91
33575456F,Birgitta,Jayume,1949-01-03,5370787,True,74
45362939J,Audrie,Beesey,1939-09-24,9233691,True,84
56787957V,Constantia,Cowey,1930-03-26,5279609,False,93
68222783U,Marietta,Hammerich,1947-08-12,7066035,True,76
96956010N,Shepard,Vasyagin,1930-06-25,1677389,False,93
66992086Q,Pippa,Tallyn,1952-09-21,9795114,False,71
99647628V,Bale,Betteriss,1938-07-02,7631815,True,85
73453755M,Gradeigh,Deroche,1955-05-25,6638888,True,68
92842143G,Jamie,Ody,1935-11-09,9081756,True,88
14426595M,Maddie,Jenney,1942-06-11,4286832,False,81
93364157K,Jodi,Gurry,1955-03-22,5580479,True,68
26093047V,Sauveur,Isham,1933-07-13,7447879,False,90
30575751Z,Denver,Curnokk,1956-09-02,8567193,False,67
16160793J,Vin,Hawkshaw,1931-08-11,6709832,True,92
27473747V,Carin,Dillingstone,1953-01-12,1511577,True,70
21294112Y,Reid,Vauls,1944-12-18,3053272,True,78
14116763U,Isabeau,Pinke,1933-08-12,5465056,True,90
56770395S,Joe,Beadman,1932-06-28,3604390,True,91
49430324T,Aidan,Van,1947-09-27,4954996,True,76
41763640G,Bordie,Dyson,1948-08-21,6313288,True,75
74707362U,Ed,Farrimond,1934-02-13,8443107,True,89
50731457Z,Bunnie,Klagge,1943-12-18,8144995,True,79
90523138T,Minette,Gagen,1964-03-05,2054354,True,59
97276518P,Kalila,Hamstead,1936-03-25,6445142,True,87
30897939L,Minne,Schankelborg,1955-09-19,1932398,True,68
78050382Q,Lanae,Franceschi,1965-09-07,1900255,False,58
58122880C,Flore,Woodyatt,1962-06-22,3063647,False,61
42808616Q,Janis,Ferencz,1956-08-29,6408811,True,67
13923706P,Stacee,Trethewey,1941-08-16,3779016,True,82
73442762G,Ekaterina,Black,1949-05-21,6288162,False,74
52401777X,Mollee,Lebourn,1933-03-21,9212225,False,90
85746859I,Pen,Thickpenny,1950-11-23,4661925,True,73
15145162X,Lem,Corrison,1963-09-20,8234543,True,60
67174107M,Justine,Welbelove,1958-12-24,4076770,True,64
94698021V,Estella,Ronchka,1934-09-03,2475326,True,89
53069050M,Mariann,Champagne,1957-10-01,9979513,False,66
57193377R,Blair,Simao,1957-04-10,7828470,True,66
45132630N,Meaghan,Hellewell,1960-02-05,3538090,False,63
45018631A,Annalise,Draxford,1949-09-30,2409014,False,74
53219490L,Stanford,Tatlowe,1932-07-23,9317542,False,91
97165432J,Mathilda,Jeannaud,1937-06-05,2966370,True,86
36705426D,Charline,Szreter,1937-02-12,5497322,False,86
93219405T,Carla,Chettle,1964-03-09,2309010,True,59
43811965I,Gifford,Maycock,1935-03-25,9734010,True,88
72269684K,Philip,Rollo,1961-04-20,9990806,False,62
40377810D,Cristobal,Weymouth,1953-12-19,5432634,False,69
16199726Y,Boot,Etchells,1945-05-16,2751459,True,78
50134338A,Kalinda,Whytock,1939-12-30,2158373,False,83
40007349P,Archaimbaud,Stapylton,1956-03-21,6016797,True,67
44453608V,Emmet,Manginot,1943-05-06,3755683,True,80
81416792Q,Maxine,Gainsborough,1958-10-26,6543579,True,65
27724075B,Herman,Flade,1958-03-07,2764593,False,65
52074845K,Guillema,Davidek,1944-06-03,8230199,False,79
19319668C,Harmonie,Moors,1954-02-01,3430641,False,69
90709735M,Randolf,Alvares,1950-12-14,3838102,True,72
17585156O,Claudetta,Hare,1964-12-11,7626359,True,58
84547776P,Gunther,Grundell,1944-06-25,5824412,True,79
72533146X,Shell,Baniard,1950-01-02,5143085,False,73
67387175P,Livia,Axtell,1963-05-23,5546540,True,60
12516593U,Byrom,Goulding,1959-04-09,5212590,False,64
65757244P,Shaylyn,Pirie,1948-06-08,8956450,True,75
30199213Z,Panchito,Trounce,1952-06-09,5988030,True,71
60520960C,Jacqueline,Blackledge,1954-06-18,5994280,True,69
95383388C,Bronnie,St. Hill,1939-07-29,8854547,True,84
20108542V,Ulrich,Sneden,1944-01-15,4338159,False,79
73272013W,Melessa,Hayden,1958-06-24,1780690,False,65
90678513R,Nert,Paddock,1964-06-03,9969637,True,59
22367805B,Angelica,Iglesia,1934-02-27,2385722,True,89
85312267K,Boris,Marple,1940-11-02,8902610,True,83
36016774G,Carmelle,Bleakman,1950-02-26,8786633,False,73
97833923V,Sondra,Orlton,1961-12-07,4765738,False,61
65784798Z,Eldridge,Deary,1941-05-29,4113600,True,82
32320190U,Janene,Lidgey,1950-06-19,8022804,False,73
97720639X,Meghan,Monelle,1938-08-02,5619032,False,85
12717347K,Suzi,Howley,1930-07-25,1458702,False,93
61531783K,Nester,Skellen,1961-05-07,5153515,True,62
19776938K,Rossy,Drewes,1955-12-28,1868477,True,67
94250762B,Zak,Zavattero,1936-05-14,7224782,True,87
22262838E,Doralynn,Girvan,1939-07-24,2015347,False,84
33032115L,Regine,Harrington,1950-09-19,3967633,False,73
65823820D,Byrle,Eve,1954-09-09,3250142,False,69
94291835U,Papagena,Mayho,1961-01-02,1860375,True,62
68982353C,Emmalee,Lemarie,1934-01-16,7356150,True,89
74412020T,Ambrose,Sysland,1959-05-08,3008446,False,64
86796726V,Bink,Meaney,1959-03-14,7761547,False,64
71781151Z,Penelopa,Siemianowicz,1935-03-02,7807778,True,88
10434226H,Herb,Pallin,1958-02-11,9537054,False,65
38283495J,Tomasina,Haspineall,1947-05-04,4506337,True,76
85303859G,Johna,Trotton,1949-07-22,5991600,True,74
28200135V,Onofredo,Windeatt,1948-11-21,4343109,True,75
45937518B,Timofei,Painter,1948-09-23,6579895,True,75
70204709W,Suzanna,Maryott,1943-04-04,2089547,True,80
60788858A,Janeta,Noon,1951-11-16,5270962,True,72
73515464V,Hanni,Pratten,1935-11-25,6477249,False,87
15390035B,Brit,Yakob,1930-08-15,7753796,True,93
84019698V,Roselin,Clair,1948-05-20,7626834,False,75
44367534E,Birgit,Dumberrill,1950-01-14,1496520,True,73
57383717K,Frans,Fortey,1956-04-02,3311891,False,67
28090583J,Alleyn,Raubenheimer,1931-03-01,2438589,True,92
15274369W,Gusella,Egleton,1951-01-11,7759879,True,72
44076829H,Finlay,Cockram,1947-07-22,1324478,False,76
97653600H,Hasheem,Durbann,1959-05-27,4243874,True,64
11587879D,Ellswerth,Blackstone,1964-07-23,9258800,True,59
54681855P,Selig,Gellert,1937-05-21,1813197,False,86
67466162C,Barrie,Jowett,1945-03-02,9046046,True,78
73372263R,Melisande,Baythrop,1940-09-13,3209443,True,83
67291272R,Thaddeus,Shreeves,1959-01-17,3551241,True,64
67358343Y,Iain,Di Bernardo,1947-04-15,6990453,False,76
34694405A,Heddie,Pennick,1931-06-16,3513046,False,92
70566534G,Pauli,Woolerton,1957-12-13,6324591,True,65
61821432T,Woody,Hutten,1952-01-19,9329817,True,71
55520922Q,Nike,Duckers,1948-03-06,8788687,True,75
52173307D,Nata,Brookson,1951-05-29,3555579,True,72
59700117B,Kamilah,McConville,1944-06-07,2135213,True,79
44520879W,Marrissa,Lean,1948-10-05,4834342,True,75
60822161D,Glendon,Baert,1953-02-24,3399230,True,70
83358741W,Hans,Manley,1935-05-15,2070206,True,88
80273517T,Joni,Heaysman,1938-04-19,6315911,True,85
95133366K,Curt,Backhouse,1949-11-11,6680083,True,74
60893180Y,Dwain,Dullard,1951-02-23,7179404,True,72
20680479N,Sylvester,Felmingham,1958-12-04,4765000,False,64
35630120Z,Joaquin,Roseborough,1943-01-01,9835463,True,80
30750448V,Sadella,Errington,1940-06-07,4979615,False,83
45905957S,Fiona,Ornelas,1942-08-22,9813376,False,81
11450686P,Terry,De Giorgio,1937-01-13,1919350,False,86
90159369D,Kissie,Reidie,1950-05-14,5697060,True,73
32067091O,Gannie,Dechelette,1962-09-14,5284210,True,61
32653133C,Ilene,Vigietti,1948-11-06,8433706,True,75
24091555Z,Valentijn,Bright,1964-01-14,4221981,True,59
68895231O,Lezlie,Birds,1952-06-09,1256792,True,71
24007328Y,Mart,Puttrell,1960-08-17,7544726,True,63
12128051G,Florence,Hamshere,1940-10-15,4342330,False,83
11498264N,Jozef,Bailles,1930-07-01,8843678,False,93
11469191Q,Jeffy,Bettridge,1959-04-05,1339518,True,64
93982024Z,Amata,Olivella,1960-06-22,7145962,False,63
18618029J,Artur,Pollicote,1948-08-27,7977178,False,75
71888042C,Dunc,Rivallant,1933-08-06,4348185,False,90
50016227T,Carlen,Selcraig,1945-12-06,8528598,True,77
90322858G,Antonino,Peasee,1957-01-12,7247152,True,66
27890267P,Dominica,Wasbey,1940-09-06,3582520,True,83
42847144J,Dewie,Asson,1930-07-29,4801220,True,93
54184247X,Hardy,Geratt,1951-05-25,6214522,True,72
65757775D,Katinka,Kilkenny,1959-01-22,4374771,True,64
43453673Y,Lynn,Edgerly,1960-07-24,2439457,False,63
91480038M,Vina,Botten,1943-03-06,1449004,True,80
59774595R,Iggy,Helstrom,1931-02-11,8850853,True,92
70198709S,Othelia,Baskeyfield,1949-09-28,7051864,True,74
71708849D,Rivi,Fidelus,1955-09-14,3528981,False,68
23247903P,Joline,Bigmore,1944-10-03,1847078,False,79
26452240I,Niccolo,Weatherhead,1939-10-18,9761580,True,84
64916554J,Ketti,Venditto,1960-10-07,8265352,True,63
90584328N,Janean,Folli,1937-08-28,8142627,True,86
77731539Z,Craggy,Golton,1952-11-13,3058550,True,71
28333013P,Nessy,Rymour,1939-06-19,9348308,True,84
16508792Y,Damon,Wardhough,1957-10-18,2424841,True,66
27022382Q,Engracia,Cortez,1945-11-13,2237840,True,78
85531797Q,Pam,Tassel,1955-09-16,5219419,False,68
46372230T,Duane,Wilce,1963-05-31,4163219,True,60
91614143I,Tessa,McRobb,1939-11-30,1416398,True,83
37614389E,Immanuel,Schiesterl,1930-11-12,5594965,False,93
63843466N,Bonita,Spini,1944-03-04,9053546,True,79
19289675C,Corinne,Aspden,1934-02-17,4699918,True,89
45002887D,Thomasa,Tofanelli,1931-06-29,2730898,True,92
30458105L,Adria,Kitchingman,1940-07-13,6192420,False,83
25803139O,Haley,Aucutt,1939-02-19,5857685,True,84
59950749K,Frederica,Golsthorp,1951-04-02,5609610,True,72
82256981T,Ned,Flanigan,1937-12-21,1930838,True,85
13611252L,Urbain,Sigars,1961-05-25,6613468,True,62
63780354X,Ransell,Jaan,1949-05-31,4109500,False,74
92828683K,Adi,Derricoat,1939-04-09,4860616,True,84
42160703P,Regen,Buckler,1962-10-24,6106922,False,61
44580573Q,Tina,Pentony,1954-02-27,3574270,False,69
15349460V,Cathrin,Rickert,1964-09-18,5275691,False,59
23827683C,Bern,Jahan,1952-06-14,6317036,False,71
39409141N,Lonee,Creus,1948-09-02,4523991,False,75
57511578S,Bethany,Ranvoise,1937-01-20,5262280,True,86
88791381S,Andreas,Coley,1949-02-26,1144571,False,74
59908273Q,Robyn,Thomerson,1944-08-22,7049842,False,79
61685996D,Barton,Swyer-Sexey,1938-06-01,6717473,True,85
76608159O,Nanci,Eaken,1954-04-15,6847113,False,69
40420128M,Lynn,Pitkeathley,1956-08-06,2038015,True,67
33350936F,Korney,Abelov,1948-06-16,5660201,False,75
27865177F,Teresina,Gundrey,1954-05-24,5109863,False,69
89135466H,Tate,Cullinan,1950-02-08,4671691,False,73
59022591C,Sophia,Huffy,1930-12-05,1995000,True,92
15230035U,Carny,St Leger,1952-09-04,3699050,False,71
34005878Z,Stella,Van Geffen,1947-12-30,1915940,True,75
12265837L,Wanids,Oylett,1933-08-19,3747544,False,90
98933445S,Clemmie,Lockley,1944-09-24,3180997,True,79
37928139U,Darn,Brunsen,1948-05-23,5637510,True,75
84718828S,Orren,L'Amie,1964-01-30,2194454,True,59
61805222U,Lacie,Giraudou,1938-04-25,7091864,True,85
78371329V,Darline,Gimeno,1958-05-26,4511825,True,65
80518884S,Nat,Arbon,1943-06-02,1201993,False,80
65372988T,Michael,Bresnahan,1944-07-18,7172153,True,79
99299718T,Harlen,Ewens,1959-07-08,1252445,True,64
44325238P,Tabitha,Firbank,1939-03-27,5229012,True,84
16405523C,Rycca,Cahan,1933-10-15,5683896,False,90
85530492Q,Prentiss,Avey,1933-10-17,1899004,True,90
27298985P,Halley,Ager,1964-03-06,7925320,True,59
71450851M,Arabel,Priter,1956-08-19,2909366,False,67
50583195K,Verne,Dominichelli,1955-09-01,5183228,True,68
57612360N,Galvan,Lemanu,1941-07-16,3794488,True,82
61158458B,Barrett,Hulett,1944-10-22,1747481,True,79
94720953E,Irena,Spinola,1935-12-01,8708423,True,87
45421179N,Dorolice,Knights,1943-08-09,5096290,True,80
63800168P,Regine,Stocks,1955-10-31,8792180,True,68
54748829K,Hollyanne,Mingauld,1954-10-06,1937641,True,69
50589648L,Leif,Thorneywork,1958-12-11,5292254,True,64
81427811W,Duffie,de Keep,1941-11-30,2579656,False,81
84570419B,Grete,Prothero,1960-10-14,8280396,False,63
45578514U,Gayle,Langcaster,1956-09-03,6406134,True,67
94450236G,Cassius,Lochhead,1957-08-23,4012672,False,66
13558547Q,Zolly,Konneke,1959-12-04,8090445,True,63
28864806O,Leora,Lindner,1931-07-18,9870986,True,92
14593305A,Rafael,Hawthorne,1953-04-03,3706513,False,70
24430250H,Derry,Cossar,1960-06-14,7783649,True,63
29657459S,Shanan,Aldie,1931-01-29,2559206,True,92
80483736R,Cody,Doohey,1942-10-16,9146170,False,81
54527514Z,Lynnelle,Blackborough,1940-06-17,1615429,True,83
84658767E,Ramon,Rouzet,1959-07-03,6532042,True,64
99628929K,Cariotta,Wigfall,1934-04-13,4432804,True,89
44055004X,Dorolisa,O'Carmody,1965-07-28,7500583,True,58
45757579D,Augustine,Jouhan,1950-09-16,2127656,True,73
46665925Y,Gawain,Birdsey,1937-05-03,2749766,True,86
12798119T,Renee,Passmore,1948-04-14,1125572,False,75
21164869P,Sonny,Bartos,1940-01-18,1899170,True,83
41720557N,Randell,Davidy,1933-10-22,4670330,True,90
67336285Y,Dian,Auty,1963-01-29,9476701,True,60
35829654W,Flemming,Yezafovich,1939-10-07,5899226,True,84
47046456Y,Mikaela,Issac,1938-10-04,9483559,False,85
49506684D,Adrienne,Britney,1948-02-11,1228096,True,75
20976047V,Judy,Busk,1950-09-03,4605353,True,73
47630062P,Delilah,Sidgwick,1963-05-08,2949014,True,60
87159866L,Dania,Curneen,1947-11-05,6502904,True,76
31247432B,Vida,Beeching,1965-10-17,4795688,False,58
35616300G,Philipa,Kingaby,1940-06-20,8335272,True,83
56787368E,Dorris,Chastand,1956-02-24,4467329,False,67
44438838R,Violetta,Danbrook,1952-11-10,5939008,True,71
80281247H,Genni,Ogilvy,1935-07-14,6354690,False,88
83685456I,Judi,Hobble,1946-11-09,8512628,True,77
12232285J,Paige,Girvan,1943-05-02,6848529,True,80
55363139K,Erhart,McQuade,1959-03-01,8121088,True,64
27880972K,Christiana,Struys,1960-08-30,2850121,False,63
